 # de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity | value # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue
#id=1
#text=Fordelene ved mentorordningen er, at den omfatter unge uden kompetencegivende uddannelse.
1-1	Fordelene	B-noun.attribute	fordel	NC:pdu#:--:----	
15-31	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
15-32	lavet	B-verb.change|B-verb.creation|B-verb.act|B-verb.phenomenon	lave	VT:siu#:t-:----	
15-33	,	O	,	ZD	
15-34	og	O	og	CC:----:--:----	
15-35	det	O	det	PP:s-un:--:-3n-	
15-36	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
15-37	en	O	en	PI:s-uc:--:----	
15-38	rigtig	B-adj.phys	rigtig	AC:siuc:--:p---	
15-39	stor	B-adj.phys	stor	AC:siuc:--:p---	
15-40	mængde	B-noun.quantity|B-noun.person	mængde	NC:siuc:--:----	
15-41	.	O	.	ZP	

#id=16
#text=RadikaleVenstres ordfører kan ikke være til stede i salen i dag, så jeg skal sige følgende på Radikale Venstres vegne:
16-1	Radikale	B-j.all	radikal	AC:sdu#:--:p---	
16-2	Venstres	B-noun.object|B-noun.person	venstre	NC:sign:--:----	
16-3	ordfører	B-noun.person	ordfører	NC:siuc:--:----	
16-4	kan	B-verb.social	kunne	VF:----:sa:----	
16-5	ikke	O	ikke	D-:----:--:u---	
16-6	være	B-verb.TOP|B-verb.social|B-verb.stative	være	VI:----:-a:----	
16-7	til	O	til	T-:----:--:----	
16-8	stede	B-noun.object|B-noun.location|B-noun.building|B-noun.cognition|B-noun.time	sted	NC:sifn:--:----	
16-9	i	O	i	T-:----:--:----	
16-10	salen	B-noun.artifact|B-noun.person	sal	NC:sduc:--:----	
16-11	i	O	i	T-:----:--:----	
16-12	dag	B-noun.time	dag	NC:siuc:--:----	
16-13	,	O	,	ZD	
16-14	så	O	så	CS:----:--:----	
16-15	jeg	O	jeg	PP:s-nc:--:-1n-	
16-16	skal	B-verb.motion|B-verb.phenomenon	skulle	VF:----:sa:----	
16-17	sige	B-verb.cognition|B-verb.communication|B-verb.phenomenon	sige	VI:----:-a:----	
16-18	følgende	B-verb.motion	følge	VP:##u#:s-:----	
16-19	på	O	på	T-:----:--:----	
16-20	Radikale	B-adj.all	radikal	AC:sdu#:--:p---	
16-21	Venstres	B-noun.object|B-noun.person	venstre	NC:sign:--:----	
16-22	vegne	O	vegne	NC:piu#:--:----	
16-23	:	O	:	ZP	

#id=17
#text=Vil Dansk Folkepartis ordfører ikke anerkende, at det kunne sådan en ombudsmand bidrage til?
17-1	Vil	B-verb.cognition	ville	VF:----:sa:----	
17-2	Dansk	B-adj.social|B-adj.phys	dansk	AC:siu§:--:p---	
17-3	Folkepartis	B-noun.person	folkeparti	NC:sign:--:----	
17-4	ordfører	B-noun.person	ordfører	NC:siuc:--:----	
17-5	ikke	O	ikke	D-:----:--:u---	
17-6	anerkende	B-verb.communication	anerkende	VI:----:-a:----	
17-7	,	O	,	ZD	
17-8	at	O	at	CS:----:--:----	
17-9	det	O	det	PP:s-un:--:-3n-	
17-10	kunne	B-verb.social	kunne	VF:----:ta:----	
17-11	sådan	O	sådan	D-:----:--:u---	
17-12	en	O	en	PI:s-uc:--:----	
17-13	ombudsmand	B-noun.person	ombudsmand	NC:siuc:--:----	
17-14	bidrage	B-verb.social	bidrage	VI:----:-a:----	
17-15	til	O	til	D-:----:--:u---	
17-16	?	O	?	ZQ	

#id=18
#text=Jegskal ikke lægge skjul på, at jeg personligt og Liberal Alliance går varmt ind for en indførelse af dobbelt statsborgerskab.
18-1	Jeg	O	jeg	PP:s-nc:--:-1n-	
18-2	skal	B-verb.motion|B-verb.phenomenon	skulle	VF:----:sa:----	
18-3	ikke	O	ikke	D-:----:--:u---	
18-4	lægge	B-verb.motion|B-verb.act|B-verb.cognition	lægge	VI:----:-a:----	
18-5	skjul	B-noun.location	skjul	NC:siun:--:----	
18-6	på	O	på	T-:----:--:----	
18-7	,	O	,	ZD	
18-8	at	O	at	CS:----:--:----	
18-9	jeg	O	jeg	PP:s-nc:--:-1n-	
18-10	personligt	B-adj.social|B-adj.all	personlig	AD:----:--:p---	
18-11	og	O	og	CC:----:--:----	
18-12	Liberal	B-adj.mental	liberal	AC:siuc:--:p---	
18-13	Alliance	B-noun.person|B-noun.motive	alliance	NC:siuc:--:----	
18-14	går	B-verb.change|B-verb.motion|B-verb.act|B-verb.stative	gå	VF:----:sa:----	
18-15	varmt	B-adj.phys|B-adj.all	varm	AD:----:--:p---	
18-16	ind	O	ind	D-:----:--:u---	
18-17	for	O	for	T-:----:--:----	
18-18	en	O	en	PI:s-uc:--:----	
18-19	indførelse	O	indførelse	NC:siuc:--:----	
18-20	af	O	af	T-:----:--:----	
18-21	dobbelt	B-adj.phys	dobbelt	AC:siu§:--:p---	
18-22	statsborgerskab	O	statsborgerskab	NC:siun:--:----	
18-23	.	O	.	ZP	

#id=19
#text=Hvordan går det egentlig med at levere tryghed til danskerne under Dansk Folkepartis stramme styring af retspolitikken?
19-1	Hvordan	O	hvordan	D-:----:--:u---	
19-2	går	B-verb.change|B-verb.motion|B-verb.act|B-verb.stative	gå	VF:----:sa:----	
19-3	det	O	det	PP:s-un:--:-3n-	
19-4	egentlig	O	egentlig	D-:----:--:u---	
19-5	med	O	med	T-:----:--:----	
19-6	at	O	at	UI:----:--:----	
19-7	levere	B-verb.possession|B-verb.change|B-verb.act|B-verb.motion	levere	VI:----:-a:----	
19-8	tryghed	B-noun.TOP	tryghed	NC:siuc:--:----	
19-9	til	O	til	T-:----:--:----	
19-10	danskerne	B-noun.person	dansker	NC:pdu#:--:----	
19-11	under	O	under	T-:----:--:----	
19-12	Dansk	B-adj.social|B-adj.phys	dansk	AC:siu§:--:p---	
19-13	Folkepartis	B-noun.person	folkeparti	NC:sign:--:----	
19-14	stramme	B-adj.phys|B-adj.all	stram	AC:sdu#:--:p---	
19-15	styring	B-noun.act|B-noun.location	styring	NC:siuc:--:----	
19-16	af	O	af	T-:----:--:----	
19-17	retspolitikken	B-noun.motive	retspolitik	NC:sduc:--:----	
19-18	?	O	?	ZQ	

#id=20
#text=Sagen er, at ministeren jo ikke har ret meget viden om det her.
20-1	Sagen	B-noun.communication|B-noun.phenomenon|B-noun.person|B-noun.act|B-noun.attribute|B-noun.institution|B-noun.cognition|B-noun.food	Sagen	NP:siu#:--:----	
20-2	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
20-3	,	O	,	ZD	
20-4	at	O	at	CS:----:--:----	
20-5	ministeren	B-noun.body	minister	NC:sduc:--:----	
20-6	jo	O	jo	D-:----:--:u---	
20-7	ikke	O	ikke	D-:----:--:u---	
20-8	har	B-verb.perception|B-verb.act|B-verb.communication|B-verb.phenomenon|B-verb.cognition|B-verb.TOP	have	VF:----:sa:----	
20-9	ret	O	ret	D-:----:--:u---	
20-10	meget	O	megen	AC:siu§:--:p---	
20-11	viden	B-noun.cognition	viden	NC:siuc:--:----	
20-12	om	O	om	T-:----:--:----	
20-13	det	O	det	PP:s-un:--:-3n-	
20-14	her	O	her	D-:----:--:u---	
20-15	.	O	.	ZP	

#id=21
#text=Medhensyn til spørgsmålet om de to billedkunstudvalg har der jo været nogle drøftelser om, hvorvidt der skulle være en fælles formand, og jeg håber, at man på sigt, også de, som har nogle betænkeligheder ved det, vil kunne se,  at det trods alt vil kunne styrke fagområdet, når der er en fælles formand til at koordinere arbejdet.
21-1	Med	O	med	T-:----:--:----	
21-2	hensyn	B-noun.cognition	hensyn	NC:siun:--:----	
21-3	til	O	til	T-:----:--:----	
21-4	spørgsmålet	B-noun.act|B-noun.cognition	spørgsmål	NC:sdun:--:----	
21-5	om	O	om	T-:----:--:----	
21-6	de	O	den	PM:p-u#:--:----	
21-7	to	O	to	LC:--u-:--:----	
21-8	billedkunstudvalg	O	billedkunstudvalg	NC:piu#:--:----	
21-9	har	B-verb.perception|B-verb.act|B-verb.communication|B-verb.phenomenon|B-verb.cognition|B-verb.TOP	have	VF:----:sa:----	
21-10	der	O	der	US:----:--:----	
21-11	jo	O	jo	D-:----:--:u---	
21-12	været	B-verb.TOP|B-verb.social|B-verb.stative	være	VT:siu#:t-:----	
21-13	nogle	O	nogen	PI:p-u#:--:----	
21-14	drøftelser	O	drøftelse	NC:piu#:--:----	
21-15	om	O	om	T-:----:--:----	
21-16	,	O	,	ZD	
21-17	hvorvidt	O	hvorvidt	CS:----:--:----	
21-18	der	O	der	US:----:--:----	
21-19	skulle	B-verb.phenomenon	skulle	VF:----:ta:----	
21-20	være	B-verb.TOP|B-verb.social|B-verb.stative	være	VI:----:-a:----	
21-21	en	O	en	PI:s-uc:--:----	
21-22	fælles	B-adj.social	fælles	AC:§§u§:--:p---	
21-23	formand	B-noun.person	formand	NC:siuc:--:----	
21-24	,	O	,	ZD	
21-25	og	O	og	CC:----:--:----	
21-26	jeg	O	jeg	PP:s-nc:--:-1n-	
21-27	håber	B-verb.cognition	håbe	VF:----:sa:----	
21-28	,	O	,	ZD	
21-29	at	O	at	CS:----:--:----	
21-30	man	O	man	PI:#-uc:--:----	
21-31	på	O	på	T-:----:--:----	
21-32	sigt	B-noun.time	sigt	NC:siuc:--:----	
21-33	,	O	,	ZD	
21-34	også	O	også	D-:----:--:u---	
21-35	de	O	de	PP:p-n#:--:-3n-	
21-36	,	O	,	ZD	
21-37	som	O	som	US:----:--:----	
21-38	har	B-verb.perception|B-verb.act|B-verb.communication|B-verb.phenomenon|B-verb.cognition|B-verb.TOP	have	VF:----:sa:----	
21-39	nogle	O	nogen	PI:p-u#:--:----	
21-40	betænkeligheder	B-noun.feeling	betænkelighed	NC:piu#:--:----	
21-41	ved	O	ved	T-:----:--:----	
21-42	det	O	det	PP:s-un:--:-3n-	
21-43	,	O	,	ZD	
21-44	vil	B-verb.cognition	ville	VF:----:sa:----	
21-45	kunne	B-verb.social	kunne	VI:----:-a:----	
21-46	se	B-verb.motion|B-verb.social|B-verb.cognition|B-verb.act|B-verb.communication|B-verb.emotion|B-verb.change|B-verb.phenomenon	se	VI:----:-a:----	
21-47	,	O	,	ZD	
21-48	at	O	at	CS:----:--:----	
21-49	det	O	det	PP:s-un:--:-3n-	
21-50	trods	O	trods	T-:----:--:----	
21-51	alt	O	al	PI:s-un:--:----	
21-52	vil	B-verb.cognition	ville	VF:----:sa:----	
21-53	kunne	B-verb.social	kunne	VI:----:-a:----	
21-54	styrke	B-verb.change	styrke	VI:----:-a:----	
21-55	fagområdet	B-noun.domain	fagområde	NC:sdun:--:----	
21-56	,	O	,	ZD	
21-57	når	O	når	CS:----:--:----	
21-58	der	O	der	US:----:--:----	
21-59	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
21-60	en	O	en	PI:s-uc:--:----	
21-61	fælles	B-adj.social	fælles	AC:§§u§:--:p---	
21-62	formand	B-noun.person	formand	NC:siuc:--:----	
21-63	til	O	til	T-:----:--:----	
21-64	at	O	at	UI:----:--:----	
21-65	koordinere	B-verb.change	koordinere	VI:----:-a:----	
21-66	arbejdet	B-noun.act|B-noun.building|B-noun.artifact	arbejde	NC:sdun:--:----	
21-67	.	O	.	ZP	

#id=22
#text=Jeg var faktisk ret overrasket over, at netop Socialdemokratiet, som jo var med til at indføre ordningen, nu kommer med det her forslag, som i væsentlig grad bryder fundamentalt med skadevolderprincippet, som er helt afgørende for museumsloven.
22-1	Jeg	O	jeg	PP:s-nc:--:-1n-	
22-2	var	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:ta:----	
22-3	faktisk	B-adj.phys	faktisk	AD:----:--:p---	
22-4	ret	O	ret	D-:----:--:u---	
22-5	overrasket	O	overraske	VT:siu#:t-:----	
22-6	over	O	over	T-:----:--:----	
22-7	,	O	,	ZD	
22-8	at	O	at	CS:----:--:----	
22-9	netop	O	netop	D-:----:--:u---	
22-10	Socialdemokratiet	B-noun.person	socialdemokrati	NC:sdun:--:----	
22-11	,	O	,	ZD	
22-12	som	O	som	US:----:--:----	
22-13	jo	O	jo	D-:----:--:u---	
22-14	var	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:ta:----	
22-15	med	O	med	D-:----:--:u---	
22-16	til	O	til	T-:----:--:----	
22-17	at	O	at	UI:----:--:----	
22-18	indføre	B-verb.motion|B-verb.cognition|B-verb.phenomenon	indføre	VI:----:-a:----	
22-19	ordningen	B-noun.motive	ordning	NC:sduc:--:----	
22-20	,	O	,	ZD	
22-21	nu	O	nu	D-:----:--:u---	
22-22	kommer	B-verb.social|B-verb.communication|B-verb.act|B-verb.motion	komme	VF:----:sa:----	
22-23	med	O	med	T-:----:--:----	
22-24	det	O	det	PP:s-un:--:-3n-	
22-25	her	O	her	D-:----:--:u---	
22-26	forslag	B-noun.act|B-noun.phenomenon	forslag	NC:siun:--:----	
22-27	,	O	,	ZD	
22-28	som	O	som	US:----:--:----	
22-29	i	O	i	T-:----:--:----	
22-30	væsentlig	B-adj.phys	væsentlig	AC:siuc:--:p---	
22-31	grad	B-noun.communication|B-noun.quantity	grad	NC:siuc:--:----	
22-32	bryder	B-verb.possession|B-verb.act	bryde	VF:----:sa:----	
22-33	fundamentalt	O	fundamental	AD:----:--:p---	
22-34	med	O	med	T-:----:--:----	
22-35	skadevolderprincippet	O	skadevolderprincip	NC:sdun:--:----	
22-36	,	O	,	ZD	
22-37	som	O	som	US:----:--:----	
22-38	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
22-39	helt	B-phys	hel	AD:----:--:p---	
22-40	afgørende	B-adj.all	afgørende	AC:§§u§:--:p---	
22-41	for	O	for	T-:----:--:----	
22-42	museumsloven	O	museumslov	NC:sduc:--:----	
22-43	.	O	.	ZP	

#id=23
#text=Nårjeg har været optaget af at åbne op for bedre mulighed for selskabskonstruktioner, handler det om, at det kræver enorme investeringer, hvis man skal erhverve et moderne dansk landbrug i dag.
23-1	Når	O	når	CS:----:--:----	
23-2	jeg	O	jeg	PP:s-nc:--:-1n-	
23-3	har	B-verb.perception|B-verb.communication|B-verb.cognition|B-verb.act|B-verb.phenomenon|B-verb.TOP	have	VF:----:sa:----	
23-4	været	B-verb.TOP|B-verb.social|B-verb.stative	være	VT:siu#:t-:----	
23-5	optaget	B-verb.stative|B-verb.act|B-verb.phenomenon|B-verb.possession	optage	VT:siu#:t-:----	
23-6	af	O	af	T-:----:--:----	
23-7	at	O	at	UI:----:--:----	
23-8	åbne	B-verb.motion|B-verb.act|B-verb.communication|B-verb.social|B-verb.phenomenon	åbne	VI:----:-a:----	
23-9	op	O	op	D-:----:--:u---	
23-10	for	O	for	T-:----:--:----	
23-11	bedre	B-adj.all	god	AC:##u#:--:c---	
23-12	mulighed	B-noun.attribute|B-noun.TOP|B-noun.person	mulighed	NC:siuc:--:----	
23-13	for	O	for	T-:----:--:----	
23-14	selskabskonstruktioner	B-noun.act	selskabskonstruktion	NC:piu#:--:----	
23-15	,	O	,	ZD	
23-16	handler	B-verb.possession|B-verb.act|B-verb.social	handle	VF:----:sa:----	
23-17	det	O	det	PP:s-un:--:-3n-	
23-18	om	O	om	T-:----:--:----	
23-19	,	O	,	ZD	
23-20	at	O	at	CS:----:--:----	
23-21	det	O	det	PP:s-un:--:-3n-	
23-22	kræver	B-verb.communication	kræve	VF:----:sa:----	
23-23	enorme	B-adj.phys	enorm	AC:p#u#:--:p---	
23-24	investeringer	B-noun.act|B-noun.artifact|B-noun.cognition	investering	NC:piu#:--:----	
23-25	,	O	,	ZD	
23-26	hvis	O	hvis	CS:----:--:----	
23-27	man	O	man	PI:#-uc:--:----	
23-28	skal	B-verb.motion|B-verb.phenomenon	skulle	VF:----:sa:----	
23-29	erhverve	O	erhverve	VI:----:-a:----	
23-30	et	O	en	PI:s-un:--:----	
23-31	moderne	B-adj.time	moderne	AC:§§u§:--:p---	
23-32	dansk	B-adj.social|B-adj.phys	dansk	AC:siu§:--:p---	
23-33	landbrug	B-noun.institution|B-noun.TOP|B-noun.building	landbrug	NC:siun:--:----	
23-34	i	O	i	T-:----:--:----	
23-35	dag	B-noun.time	dag	NC:siuc:--:----	
23-36	.	O	.	ZP	

#id=24
#text=Deter da helt uforståeligt, at finansministeren overhovedet ikke hører efter, hvad det er, der bliver spurgt om.
24-1	Det	O	det	PP:s-un:--:-3n-	
24-2	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
24-3	da	O	da	D-:----:--:u---	
24-4	helt	B-adj.phys	hel	AD:----:--:p---	
24-5	uforståeligt	B-adj.mental	uforståelig	AC:siun:--:p---	
24-6	,	O	,	ZD	
24-7	at	O	at	CS:----:--:----	
24-8	finansministeren	B-noun.person	finansminister	NC:sduc:--:----	
24-9	overhovedet	O	overhovedet	D-:----:--:u---	
24-10	ikke	O	ikke	D-:----:--:u---	
24-11	hører	B-verb.phenomenon	høre	VF:----:sa:----	
24-12	efter	O	efter	T-:----:--:----	
24-13	,	O	,	ZD	
24-14	hvad	O	hvad	PR:s-u#:--:----	
24-15	det	O	det	PP:s-un:--:-3n-	
24-16	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
24-17	,	O	,	ZD	
24-18	der	O	der	US:----:--:----	
24-19	bliver	B-verb.TOP|B-verb.act|B-verb.stative	blive	VF:----:sa:----	
24-20	spurgt	B-verb.communication	spørge	VT:siu#:t-:----	
24-21	om	O	om	T-:----:--:----	
24-22	.	O	.	ZP	

#id=25
#text=Jamendet er jo ikke rigtigt at sige, at der ikke har været et lønpres.
25-1	Jamen	O	jamen	CC:----:--:----	
25-2	det	O	det	PP:s-un:--:-3n-	
25-3	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
25-4	jo	O	jo	D-:----:--:u---	
25-5	ikke	O	ikke	D-:----:--:u---	
25-6	rigtigt	B-adj.phys	rigtig	AC:siun:--:p---	
25-7	at	O	at	UI:----:--:----	
25-8	sige	B-verb.cognition|B-verb.communication|B-verb.phenomenon	sige	VI:----:-a:----	
25-9	,	O	,	ZD	
25-10	at	O	at	CS:----:--:----	
25-11	der	O	der	US:----:--:----	
25-12	ikke	O	ikke	D-:----:--:u---	
25-13	har	B-verb.perception|B-verb.communication|B-verb.cognition|B-verb.act|B-verb.phenomenon|B-verb.TOP	have	VF:----:sa:----	
25-14	været	B-verb.TOP|B-verb.social|B-verb.stative	være	VT:siu#:t-:----	
25-15	et	O	en	PI:s-un:--:----	
25-16	lønpres	O	lønpres	NC:siun:--:----	
25-17	.	O	.	ZP	

#id=26
#text=Derudover kan vi se, at der er flere indvandrere og efterkommere også fra ikkevestlige lande, der har fået en praktikplads på erhvervsuddannelserne.
26-1	Derudover	O	derudover	D-:----:--:u---	
26-2	kan	B-verb.social	kunne	VF:----:sa:----	
26-3	vi	O	vi	PP:p-nc:--:-1n-	
26-4	se	B-verb.motion|B-verb.cognition|B-verb.act|B-verb.communication|B-verb.change|B-verb.social|B-verb.emotion|B-verb.phenomenon	se	VI:----:-a:----	
26-5	,	O	,	ZD	
26-6	at	O	at	CS:----:--:----	
26-7	der	O	der	-:--:----	
26-8	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
26-9	flere	O	mange	AC:##u#:--:c---	
26-10	indvandrere	B-noun.person	indvandrer	NC:piu#:--:----	
26-11	og	O	og	CC:----:--:----	
26-12	efterkommere	B-noun.object|B-noun.person	efterkommer	NC:piu#:--:----	
26-13	også	O	også	D-:----:--:u---	
26-14	fra	O	fra	T-:----:--:----	
26-15	ikkevestlige	O	ikkevestlig	AC:p#u#:--:p---	
26-16	lande	B-noun.location|B-noun.person	land	NC:piu#:--:----	
26-17	,	O	,	ZD	
26-18	der	O	der	US:----:--:----	
26-19	har	B-verb.perception|B-verb.communication|B-verb.cognition|B-verb.act|B-verb.phenomenon|B-verb.TOP	have	VF:----:sa:----	
26-20	fået	B-verb.change|B-verb.act|B-verb.phenomenon|B-verb.possession	få	VT:siu#:t-:----	
26-21	en	O	en	PI:s-uc:--:----	
26-22	praktikplads	B-noun.communication	praktikplads	NC:siuc:--:----	
26-23	på	O	på	T-:----:--:----	
26-24	erhvervsuddannelserne	B-noun.act	erhvervsuddannelse	NC:pdu#:--:----	
26-25	.	O	.	ZP	

#id=27
#text=Jamendet er dejligt at være til eksamen hos hr.
27-1	Jamen	O	jamen	CC:----:--:----	
27-2	det	O	det	PP:s-un:--:-3n-	
27-3	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
27-4	dejligt	B-adj.phys|B-adj.all	dejlig	AC:siun:--:p---	
27-5	at	O	at	UI:----:--:----	
27-6	være	B-verb.TOP|B-verb.social|B-verb.stative	være	VI:----:-a:----	
27-7	til	O	til	T-:----:--:----	
27-8	eksamen	B-noun.act	eksamen	NC:siuc:--:----	
27-9	hos	O	hos	T-:----:--:----	
27-10	hr	O	herre	NC:siuc:--:----	
27-11	.	O	.	ZP	

#id=28
#text=Og så ville man ikke i så stor udstrækning, som der nu er tale om, være økonomisk fuldstændig i lommen på kreditforeningerne.
28-1	Og	O	og	CC:----:--:----	
28-2	så	O	så	D-:----:--:u---	
28-3	ville	B-verb.cognition	ville	VF:----:ta:----	
28-4	man	O	man	PI:#-uc:--:----	
28-5	ikke	O	ikke	D-:----:--:u---	
28-6	i	O	i	T-:----:--:----	
28-7	så	O	så	D-:----:--:u---	
28-8	stor	B-adj.phys	stor	AC:siuc:--:p---	
28-9	udstrækning	B-noun.time|B-noun.quantity	udstrækning	NC:siuc:--:----	
28-10	,	O	,	ZD	
28-11	som	O	som	US:----:--:----	
28-12	der	O	der	US:----:--:----	
28-13	nu	O	nu	D-:----:--:u---	
28-14	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
28-15	tale	B-verb.phenomenon|B-verb.communication|B-verb.creation|B-verb.act	tale	VI:----:-a:----	
28-16	om	O	om	T-:----:--:----	
28-17	,	O	,	ZD	
28-18	være	B-verb.TOP|B-verb.social|B-verb.stative	være	VI:----:-a:----	
28-19	økonomisk	B-adj.all	økonomisk	AD:----:--:p---	
28-20	fuldstændig	B-adj.all	fuldstændig	AC:siuc:--:p---	
28-21	i	O	i	T-:----:--:----	
28-22	lommen	B-noun.animal|B-noun.artifact|B-noun.location|B-noun.container	lom	NC:sduc:--:----	
28-23	på	O	på	T-:----:--:----	
28-24	kreditforeningerne	B-noun.institution|B-noun.building|B-noun.person	kreditforening	NC:pdu#:--:----	
28-25	.	O	.	ZP	

#id=29
#text=Det er egentlig specielt tankevækkende, at en repræsentant for Det Radikale Venstre kan  have det synspunkt, at det er en konkurrence, der er værd at tage.
29-1	Det	O	det	PP:s-un:--:-3n-	
29-2	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
29-3	egentlig	O	egentlig	D-:----:--:u---	
29-4	specielt	B-adj.all	speciel	AD:----:--:p---	
29-5	tankevækkende	O	tankevækkende	AC:§§u§:--:p---	
29-6	,	O	,	ZD	
29-7	at	O	at	CS:----:--:----	
29-8	en	O	en	PI:s-uc:--:----	
29-9	repræsentant	B-noun.person	repræsentant	NC:siuc:--:----	
29-10	for	O	for	T-:----:--:----	
29-11	Det	O	den	PM:s-un:--:----	
29-12	Radikale	B-adj.all	radikal	AC:sdu#:--:p---	
29-13	Venstre	B-noun.object|B-noun.person	venstre	NC:siun:--:----	
29-14	kan	B-verb.social	kunne	VF:----:sa:----	
29-15	have	B-verb.perception|B-verb.cognition|B-verb.act|B-verb.communication|B-verb.phenomenon|B-verb.TOP	have	VI:----:-a:----	
29-16	det	O	den	PM:s-un:--:----	
29-17	synspunkt	B-noun.cognition|B-noun.motive	synspunkt	NC:siun:--:----	
29-18	,	O	,	ZD	
29-19	at	O	at	CS:----:--:----	
29-20	det	O	det	PP:s-un:--:-3n-	
29-21	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
29-22	en	O	en	PI:s-uc:--:----	
29-23	konkurrence	B-noun.act	konkurrence	NC:siuc:--:----	
29-24	,	O	,	ZD	
29-25	der	O	der	US:----:--:----	
29-26	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
29-27	værd	O	værd	AC:§§u§:--:p---	
29-28	at	O	at	UI:----:--:----	
29-29	tage	B-verb.possession|B-verb.act|B-verb.change|B-verb.social|B-verb.cognition|B-verb.creation|B-verb.motion	tage	VI:----:-a:----	
29-30	.	O	.	ZP	

#id=30
#text=Så det er derfor, at vi selvfølgelig er kede af det, hver eneste gang der er store danske virksomheder eller andre, som mister ordrer.
30-1	Så	O	så	CS:----:--:----	
30-2	det	O	det	PP:s-un:--:-3n-	
30-3	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
30-4	derfor	O	derfor	D-:----:--:u---	
30-5	,	O	,	ZD	
30-6	at	O	at	CS:----:--:----	
30-7	vi	O	vi	PP:p-nc:--:-1n-	
30-8	selvfølgelig	O	selvfølgelig	D-:----:--:u---	
30-9	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
30-10	kede	O	kede	VI:----:-a:----	
30-11	af	O	af	T-:----:--:----	
30-12	det	O	det	PP:s-un:--:-3n-	
30-13	,	O	,	ZD	
30-14	hver	O	hver	PI:s-uc:--:----	
30-15	eneste	O	eneste	AC:§§u§:--:p---	
30-16	gang	B-noun.act|B-noun.location|B-noun.TOP|B-noun.artifact|B-noun.quantity	gang	NC:siuc:--:----	
30-17	der	O	der	US:----:--:----	
30-18	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
30-19	store	B-adj.phys	stor	AC:p#u#:--:p---	
30-20	danske	B-adj.social|B-adj.phys	dansk	AC:p#u#:--:p---	
30-21	virksomheder	B-noun.institution|B-noun.TOP|B-noun.person|B-noun.building	virksomhed	NC:piu#:--:----	
30-22	eller	O	eller	CC:----:--:----	
30-23	andre	O	anden	PI:p-u#:--:----	
30-24	,	O	,	ZD	
30-25	som	O	som	US:----:--:----	
30-26	mister	B-verb.social|B-verb.act|B-verb.phenomenon	miste	VF:----:sa:----	
30-27	ordrer	B-noun.communication	ordre	NC:piu#:--:----	
30-28	.	O	.	ZP	

#id=31
#text=Det skal det naturligvis, men det er også fremgået meget klart af førstebehandlingen og nu igen af andenbehandlingen, at det er noget, vi har gjort, fordi vi har lyttet til de råd, der har været fra forskellige aktører på det finansielle marked, herunder Nationalbanken og de internationale ratingbureauer, og derfor har jeg altså meget svært ved at forstå, at det, at man lytter til en kritik, når et forslag er i høring, gør, at der skulle være tale om en eller en form for hemmelig proces.
31-1	Det	O	det	PP:s-un:--:-3n-	
31-2	skal	B-verb.motion|B-verb.phenomenon	skulle	VF:----:sa:----	
31-3	det	O	det	PP:s-un:--:-3n-	
31-4	naturligvis	O	naturligvis	u---	
31-5	,	O	,	ZD	
31-6	men	O	men	CC:----:--:----	
31-7	det	O	det	PP:s-un:--:-3n-	
31-8	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
31-9	også	O	også	D-:----:--:u---	
31-10	fremgået	O	fremgå	VT:siu#:t-:----	
31-11	meget	O	megen	AD:----:--:p---	
31-12	klart	B-adj.phys|B-adj.all|B-adj.mental	klar	AD:----:--:p---	
31-13	af	O	af	T-:----:--:----	
31-14	førstebehandlingen	B-noun.act	førstebehandling	NC:sduc:--:----	
31-15	og	O	og	CC:----:--:----	
31-16	nu	O	nu	D-:----:--:u---	
31-17	igen	O	igen	D-:----:--:u---	
31-18	af	O	af	T-:----:--:----	
